67	2
     0.0 143.933
    49.9 144.157
    99.9 142.372
   149.8 138.676
   199.7 134.457
   249.6 134.887
   299.6 138.285
   349.5 140.409
   399.4 141.614
   449.4 142.894
   499.3 144.260
   549.2 146.673
   599.2 149.708
   649.1 151.087
   699.0 151.441
   748.9 152.384
   798.9 153.544
   848.8 154.456
   898.7 155.329
   948.7 157.649
   998.6 161.001
  1048.5 161.144
  1098.4 158.380
  1148.4 157.571
  1198.3 159.701
  1248.2 160.564
  1298.2 158.954
  1348.1 159.531
  1398.0 162.217
  1448.0 163.546
  1497.9 164.002
  1547.8 165.842
  1597.7 168.979
  1647.7 172.674
  1697.6 176.117
  1747.5 189.183
  1797.5 214.325
  1847.4 240.691
  1897.3 267.248
  1947.2 285.237
  1997.2 295.583
  2047.1 293.916
  2097.0 273.767
  2147.0 250.200
  2196.9 227.605
  2246.8 215.351
  2296.7 219.072
  2346.7 222.840
  2396.6 221.750
  2446.5 216.350
  2496.5 203.531
  2546.4 187.479
  2596.3 169.433
  2646.3 154.221
  2696.2 145.441
  2746.1 140.671
  2796.0 141.362
  2846.0 143.144
  2895.9 141.584
  2945.8 139.672
  2995.8 138.938
  3045.7 137.934
  3095.6 135.964
  3145.5 134.330
  3195.5 133.689
  3245.4 133.774
  3295.3 134.642
