          3.430      -Infinity      -Infinity
       3148.740            NaN            NaN
       3152.170            NaN            NaN
       3155.600            NaN            NaN
       3159.030       5075.401       3588.850
       3162.460       5072.224       3586.604
       3165.890       5070.921       3585.682
       3169.320       5068.642       3584.071
       3172.750       5075.457       3588.890
       3176.180       5076.222       3589.431
       3179.610       5070.250       3585.208
       3183.040       5065.271       3581.688
       3186.470       5061.496       3579.018
       3189.900       5073.595       3587.573
       3193.330       5076.465       3589.603
       3196.760            NaN            NaN
       3200.190            NaN            NaN
       3203.620       5076.503       3589.630
       3207.050            NaN            NaN
       3210.480            NaN            NaN
       3213.910            NaN            NaN
       3217.340       5075.591       3588.985
       3220.770       5075.792       3589.127
       3224.200       5075.068       3588.615
       3227.630       5074.451       3588.179
       3231.060       5070.377       3585.298
       3234.490       5072.715       3586.951
       3237.920            NaN            NaN
       3241.350            NaN            NaN
       3244.780       5063.109       3580.159
       3248.210       5065.604       3581.923
       3251.640            NaN            NaN
       3255.070            NaN            NaN
       3258.500       5075.430       3588.871
       3261.930       5068.667       3584.089
       3265.360       5069.125       3584.412
       3268.790       5073.319       3587.378
       3272.220       5074.063       3587.905
       3275.650       5069.707       3584.824
       3279.080       5067.506       3583.268
       3282.510       5075.209       3588.715
       3285.940       5074.773       3588.406
       3289.370       5065.204       3581.640
       3292.800       5063.888       3580.709
       3296.230       5061.617       3579.104
       3299.660       5061.198       3578.808
       3303.090       5074.856       3588.465
       3306.520       5074.867       3588.473
       3309.950            NaN            NaN
       3313.380            NaN            NaN
       3316.810            NaN            NaN
       3320.240            NaN            NaN
       3323.670            NaN            NaN
       3327.100            NaN            NaN
       3330.530       5061.844       3579.264
       3333.960       5068.132       3583.710
       3337.390       5071.678       3586.218
       3340.820       5072.783       3587.000
       3344.250       5070.273       3585.224
       3347.680       5061.135       3578.763
       3351.110       5061.687       3579.153
       3354.540       5062.175       3579.498
       3357.970       5061.984       3579.364
       3361.400       5061.785       3579.223
       3364.830       5067.567       3583.311
       3368.260            NaN            NaN
       3371.690            NaN            NaN
       3375.120            NaN            NaN
       3378.550            NaN            NaN
       3381.980       5076.320       3589.500
       3385.410       5065.450       3581.814
       3388.840       5064.991       3581.489
       3392.270       5064.478       3581.127
       3395.700       5068.442       3583.930
       3399.130       5070.433       3585.338
       3402.560       5070.386       3585.304
       3405.990       5068.365       3583.875
       3409.420       5065.344       3581.739
       3412.850       5066.061       3582.246
       3416.280       5066.171       3582.324
       3419.710       5066.183       3582.332
       3423.140       5064.337       3581.027
       3426.570       5064.974       3581.477
       3430.000       5067.960       3583.589
       3433.430            NaN            NaN
       3436.860            NaN            NaN
       3440.290            NaN            NaN
       3443.720            NaN            NaN
       3447.150       5075.667       3589.039
       3450.580       5071.167       3585.857
       3454.010       5071.159       3585.851
       3457.440       5063.963       3580.763
       3460.870       5062.505       3579.731
       3464.300       5075.598       3588.990
       3467.730       5077.523       3590.351
       3471.160       5073.866       3587.765
       3474.590       5071.014       3585.749
       3478.020            NaN            NaN
       3481.450            NaN            NaN
       3484.880            NaN            NaN
       3488.310            NaN            NaN
       3491.740       5065.675       3581.973
       3495.170       5072.730       3586.961
       3498.600            NaN            NaN
       3502.030            NaN            NaN
       3505.460       5072.722       3586.956
       3508.890       5068.866       3584.230
       3512.320       5063.410       3580.371
       3515.750       5064.829       3581.375
       3519.180       5063.297       3580.292
       3522.610            NaN            NaN
       3526.040            NaN            NaN
       3529.470            NaN            NaN
       3532.900            NaN            NaN
       3536.330            NaN            NaN
       3539.760            NaN            NaN
       3543.190            NaN            NaN
       3546.620            NaN            NaN
       3550.050            NaN            NaN
       3553.480            NaN            NaN
       3556.910            NaN            NaN
       3560.340       5076.024       3589.291
       3563.770            NaN            NaN
       3567.200            NaN            NaN
       3570.630       5060.855       3578.565
       3574.060       5060.851       3578.562
       3577.490            NaN            NaN
       3580.920            NaN            NaN
       3584.350            NaN            NaN
       3587.780       5065.262       3581.681
       3591.210       5065.633       3581.944
       3594.640            NaN            NaN
       3598.070            NaN            NaN
       3601.500       5064.739       3581.312
       3604.930       5064.735       3581.309
       3608.360       5065.261       3581.680
       3611.790       5064.275       3580.983
       3615.220       5068.538       3583.998
       3618.650            NaN            NaN
       3622.080            NaN            NaN
       3625.510       5068.889       3584.246
       3628.940       5067.283       3583.110
       3632.370       5075.833       3589.156
       3635.800            NaN            NaN
       3639.230            NaN            NaN
       3642.660            NaN            NaN
       3646.090            NaN            NaN
       3649.520       5066.369       3582.464
       3652.950       5075.466       3588.897
       3656.380       5075.695       3589.059
       3659.810       5069.256       3584.505
       3663.240       5069.562       3584.722
       3666.670       5069.558       3584.719
       3670.100            NaN            NaN
       3673.530            NaN            NaN
       3676.960       5074.175       3587.983
       3680.390       5071.235       3585.905
       3683.820            NaN            NaN
       3687.250            NaN            NaN
       3690.680            NaN            NaN
       3694.110            NaN            NaN
       3697.540       5070.020       3585.046
       3700.970       5072.765       3586.986
       3704.400            NaN            NaN
       3707.830            NaN            NaN
       3711.260       5072.096       3586.514
       3714.690       5072.092       3586.511
       3718.120       5074.833       3588.449
       3721.550       5074.829       3588.446
       3724.980       5074.825       3588.444
       3728.410       5074.821       3588.441
       3731.840       5076.038       3589.301
       3735.270            NaN            NaN
       3738.700       5075.850       3589.168
       3742.130       5072.984       3587.141
       3745.560       5073.433       3587.459
       3748.990       5075.125       3588.655
       3752.420            NaN            NaN
       3755.850            NaN            NaN
       3759.280       5070.042       3585.061
       3762.710       5068.836       3584.208
       3766.140       5060.623       3578.401
       3769.570       5060.620       3578.398
       3773.000       5067.438       3583.220
       3776.430       5069.968       3585.009
       3779.860       5069.804       3584.893
       3783.290       5069.648       3584.783
       3786.720            NaN            NaN
       3790.150            NaN            NaN
       3793.580       5063.904       3580.721
       3797.010       5064.983       3581.484
       3800.440            NaN            NaN
       3803.870            NaN            NaN
       3807.300       5062.817       3579.952
       3810.730       5065.780       3582.047
       3814.160       5068.077       3583.671
       3817.590       5066.401       3582.487
       3821.020            NaN            NaN
       3824.450            NaN            NaN
       3827.880       5074.839       3588.453
       3831.310       5074.395       3588.139
       3834.740       5073.031       3587.175
       3838.170            NaN            NaN
       3841.600            NaN            NaN
       3845.030            NaN            NaN
       3848.460            NaN            NaN
       3851.890       5075.729       3589.083
       3855.320       5073.350       3587.400
       3858.750       5060.518       3578.327
       3862.180            NaN            NaN
       3865.610            NaN            NaN
       3869.040       5069.129       3584.416
       3872.470            NaN            NaN
       3875.900            NaN            NaN
       3879.330            NaN            NaN
       3882.760       5064.018       3580.801
       3886.190       5071.440       3586.050
       3889.620            NaN            NaN
       3893.050            NaN            NaN
       3896.480            NaN            NaN
       3899.910            NaN            NaN
       3903.340       5066.570       3582.606
       3906.770            NaN            NaN
       3910.200            NaN            NaN
       3913.630       5063.564       3580.481
       3917.060       5063.560       3580.478
       3920.490       5068.946       3584.286
       3923.920       5074.818       3588.439
       3927.350       5073.830       3587.740
       3930.780       5060.437       3578.270
       3934.210       5060.434       3578.267
       3937.640       5060.430       3578.264
       3941.070            NaN            NaN
       3944.500            NaN            NaN
       3947.930            NaN            NaN
       3951.360            NaN            NaN
       3954.790            NaN            NaN
       3958.220       5063.649       3580.541
       3961.650       5065.481       3581.836
       3965.080       5065.477       3581.834
       3968.510       5064.772       3581.335
       3971.940       5067.684       3583.394
       3975.370       5070.464       3585.359
       3978.800       5075.879       3589.189
       3982.230            NaN            NaN
       3985.660            NaN            NaN
       3989.090            NaN            NaN
       3992.520       5072.379       3586.714
       3995.950       5067.721       3583.420
       3999.380       5069.093       3584.390
       4002.810       5066.756       3582.737
       4006.240       5064.703       3581.286
       4009.670            NaN            NaN
       4013.100            NaN            NaN
       4016.530       5074.920       3588.511
       4019.960            NaN            NaN
       4023.390            NaN            NaN
       4026.820       5062.608       3579.805
       4030.250            NaN            NaN
       4033.680            NaN            NaN
       4037.110       5074.605       3588.288
       4040.540       5072.999       3587.152
       4043.970       5069.339       3584.564
       4047.400       5071.227       3585.899
       4050.830            NaN            NaN
       4054.260            NaN            NaN
       4057.690            NaN            NaN
       4061.120            NaN            NaN
       4064.550            NaN            NaN
       4067.980            NaN            NaN
       4071.410       5062.836       3579.965
       4074.840            NaN            NaN
       4078.270            NaN            NaN
       4081.700            NaN            NaN
       4085.130            NaN            NaN
       4088.560       5070.780       3585.583
       4091.990       5070.738       3585.553
       4095.420       5072.108       3586.522
       4098.850       5074.823       3588.442
       4102.280            NaN            NaN
       4105.710            NaN            NaN
       4109.140            NaN            NaN
       4112.570            NaN            NaN
       4116.000            NaN            NaN
       4119.430       5073.544       3587.538
       4122.860       5068.747       3584.145
       4126.290       5071.499       3586.091
       4129.720            NaN            NaN
       4133.150            NaN            NaN
       4136.580            NaN            NaN
       4140.010            NaN            NaN
       4143.440       5071.626       3586.181
       4146.870       5069.895       3584.957
       4150.300       5066.983       3582.898
       4153.730       5069.590       3584.741
       4157.160       5069.586       3584.739
       4160.590       5065.301       3581.709
       4164.020       5062.547       3579.762
       4167.450       5067.528       3583.284
       4170.880       5071.035       3585.763
       4174.310       5071.510       3586.099
       4177.740       5070.953       3585.705
       4181.170       5070.949       3585.703
       4184.600       5072.386       3586.719
       4188.030       5070.651       3585.492
       4191.460       5060.158       3578.072
       4194.890       5060.155       3578.070
       4198.320       5060.151       3578.067
       4201.750       5073.751       3587.684
       4205.180            NaN            NaN
       4208.610            NaN            NaN
       4212.040       5074.436       3588.168
       4215.470       5067.597       3583.332
       4218.900       5068.565       3584.016
       4222.330       5066.274       3582.397
       4225.760       5063.400       3580.365
       4229.190       5061.421       3578.965
       4232.620       5062.418       3579.670
       4236.050       5062.415       3579.668
       4239.480       5062.083       3579.433
       4242.910       5068.924       3584.271
       4246.340            NaN            NaN
       4249.770            NaN            NaN
       4253.200       5069.074       3584.377
       4256.630            NaN            NaN
       4260.060            NaN            NaN
       4263.490            NaN            NaN
       4266.920            NaN            NaN
       4270.350       5065.354       3581.746
       4273.780       5064.797       3581.352
       4277.210       5066.673       3582.679
       4280.640            NaN            NaN
       4284.070            NaN            NaN
       4287.500            NaN            NaN
       4290.930            NaN            NaN
       4294.360            NaN            NaN
       4297.790            NaN            NaN
       4301.220            NaN            NaN
       4304.650            NaN            NaN
       4308.080       5062.538       3579.755
       4311.510       5063.981       3580.775
       4314.940       5063.237       3580.249
       4318.370       5060.029       3577.981
       4321.800       5066.626       3582.646
       4325.230       5072.785       3587.001
       4328.660       5072.283       3586.646
       4332.090       5066.087       3582.264
       4335.520       5066.711       3582.706
       4338.950       5065.274       3581.690
       4342.380       5072.716       3586.952
       4345.810            NaN            NaN
       4349.240            NaN            NaN
       4352.670       5076.115       3589.355
       4356.100            NaN            NaN
       4359.530       5077.104       3590.055
       4362.960            NaN            NaN
       4366.390            NaN            NaN
       4369.820       5074.637       3588.310
       4373.250       5066.571       3582.607
       4376.680       5065.686       3581.981
       4380.110       5065.785       3582.051
       4383.540       5066.685       3582.688
       4386.970       5065.400       3581.779
       4390.400       5066.388       3582.477
       4393.830       5066.543       3582.587
       4397.260       5066.540       3582.585
       4400.690       5067.620       3583.348
       4404.120            NaN            NaN
       4407.550            NaN            NaN
       4410.980            NaN            NaN
       4414.410       5062.096       3579.443
       4417.840       5060.289       3578.165
       4421.270       5067.759       3583.447
       4424.700       5075.325       3588.797
       4428.130       5075.099       3588.637
       4431.560            NaN            NaN
       4434.990            NaN            NaN
       4438.420            NaN            NaN
       4441.850       5074.118       3587.944
       4445.280            NaN            NaN
       4448.710            NaN            NaN
       4452.140            NaN            NaN
       4455.570            NaN            NaN
       4459.000       5075.757       3589.102
       4462.430       5077.884       3590.607
       4465.860       5075.036       3588.593
       4469.290       5062.689       3579.862
       4472.720       5060.748       3578.489
       4476.150       5063.026       3580.100
       4479.580       5064.728       3581.303
       4483.010       5074.777       3588.409
       4486.440       5075.966       3589.250
       4489.870       5073.409       3587.442
       4493.300       5073.406       3587.440
       4496.730            NaN            NaN
       4500.160            NaN            NaN
       4503.590            NaN            NaN
       4507.020       5070.684       3585.515
       4510.450       5073.476       3587.490
       4513.880       5073.441       3587.465
       4517.310       5072.202       3586.588
       4520.740       5068.000       3583.617
       4524.170            NaN            NaN
       4527.600            NaN            NaN
       4531.030       5064.987       3581.487
       4534.460       5066.236       3582.370
       4537.890            NaN            NaN
       4541.320            NaN            NaN
       4544.750       5069.442       3584.637
       4548.180       5069.795       3584.886
       4551.610       5068.277       3583.813
       4555.040       5066.933       3582.862
       4558.470       5068.260       3583.801
       4561.900       5068.937       3584.280
       4565.330       5068.944       3584.284
       4568.760            NaN            NaN
       4572.190            NaN            NaN
       4575.620            NaN            NaN
       4579.050       5074.410       3588.149
       4582.480       5073.678       3587.632
       4585.910            NaN            NaN
       4589.340            NaN            NaN
       4592.770            NaN            NaN
       4596.200       5067.826       3583.494
       4599.630            NaN            NaN
       4603.060            NaN            NaN
       4606.490       5068.123       3583.704
       4609.920       5070.669       3585.504
       4613.350       5068.012       3583.626
       4616.780       5072.786       3587.002
       4620.210       5072.783       3586.999
       4623.640            NaN            NaN
       4627.070            NaN            NaN
       4630.500       5064.499       3581.142
       4633.930       5074.128       3587.950
       4637.360       5074.291       3588.066
       4640.790       5071.644       3586.194
       4644.220       5072.998       3587.151
       4647.650       5072.326       3586.676
       4651.080       5070.076       3585.085
       4654.510       5070.073       3585.083
       4657.940       5071.269       3585.929
       4661.370       5073.982       3587.847
       4664.800            NaN            NaN
       4668.230       5073.488       3587.498
       4671.660       5073.670       3587.627
       4675.090       5073.563       3587.551
       4678.520       5059.681       3577.735
       4681.950       5072.205       3586.590
       4685.380            NaN            NaN
       4688.810            NaN            NaN
       4692.240       5073.423       3587.452
       4695.670       5064.684       3581.273
       4699.100            NaN            NaN
       4702.530            NaN            NaN
       4705.960            NaN            NaN
       4709.390            NaN            NaN
       4712.820            NaN            NaN
       4716.250            NaN            NaN
       4719.680            NaN            NaN
       4723.110            NaN            NaN
       4726.540            NaN            NaN
       4729.970       5073.571       3587.557
       4733.400       5073.133       3587.247
       4736.830            NaN            NaN
       4740.260            NaN            NaN
       4743.690       5070.013       3585.040
       4747.120       5067.650       3583.370
       4750.550       5061.028       3578.687
       4753.980            NaN            NaN
       4757.410            NaN            NaN
       4760.840       5059.605       3577.681
       4764.270       5073.605       3587.580
       4767.700            NaN            NaN
       4771.130       5074.517       3588.226
       4774.560       5067.996       3583.614
       4777.990       5059.589       3577.670
       4781.420       5059.586       3577.668
       4784.850            NaN            NaN
       4788.280            NaN            NaN
       4791.710       5074.322       3588.087
       4795.140            NaN            NaN
       4798.570            NaN            NaN
       4802.000            NaN            NaN
       4805.430            NaN            NaN
       4808.860            NaN            NaN
       4812.290            NaN            NaN
       4815.720       5070.208       3585.179
       4819.150       5074.075       3587.913
       4822.580       5076.599       3589.698
       4826.010       5074.136       3587.956
       4829.440       5074.629       3588.305
       4832.870       5074.998       3588.566
       4836.300       5065.534       3581.873
       4839.730       5069.916       3584.972
       4843.160       5071.971       3586.425
       4846.590            NaN            NaN
       4850.020            NaN            NaN
       4853.450       5067.153       3583.018
       4856.880       5067.150       3583.016
       4860.310       5062.237       3579.542
       4863.740       5071.625       3586.180
       4867.170       5074.250       3588.036
       4870.600            NaN            NaN
       4874.030            NaN            NaN
       4877.460       5074.240       3588.030
       4880.890            NaN            NaN
       4884.320       5074.482       3588.201
       4887.750            NaN            NaN
       4891.180            NaN            NaN
       4894.610       5074.503       3588.216
       4898.040       5072.377       3586.712
       4901.470       5069.881       3584.947
       4904.900       5069.405       3584.611
       4908.330            NaN            NaN
       4911.760            NaN            NaN
       4915.190       5067.102       3582.982
       4918.620       5073.412       3587.444
       4922.050       5073.387       3587.426
       4925.480       5069.591       3584.742
       4928.910            NaN            NaN
       4932.340            NaN            NaN
       4935.770       5073.352       3587.402
       4939.200       5073.626       3587.595
       4942.630       5074.272       3588.052
       4946.060            NaN            NaN
       4949.490            NaN            NaN
       4952.920            NaN            NaN
       4956.350            NaN            NaN
       4959.780       5077.303       3590.195
       4963.210       5074.780       3588.412
       4966.640       5073.818       3587.731
       4970.070            NaN            NaN
       4973.500            NaN            NaN
       4976.930            NaN            NaN
       4980.360            NaN            NaN
       4983.790       5074.191       3587.995
       4987.220       5068.247       3583.792
       4990.650       5065.511       3581.857
       4994.080       5069.891       3584.954
       4997.510       5069.515       3584.689
       5000.940       5064.040       3580.817
       5004.370       5062.307       3579.591
       5007.800       5059.385       3577.525
       5011.230       5059.382       3577.523
       5014.660       5067.652       3583.371
       5018.090       5067.649       3583.369
       5021.520       5067.363       3583.167
       5024.950       5073.734       3587.672
       5028.380       5074.913       3588.506
       5031.810       5071.254       3585.918
       5035.240       5063.438       3580.392
       5038.670       5062.573       3579.780
       5042.100       5073.412       3587.444
       5045.530       5073.552       3587.543
       5048.960       5068.495       3583.967
       5052.390       5070.623       3585.472
       5055.820            NaN            NaN
       5059.250            NaN            NaN
       5062.680       5061.667       3579.139
       5066.110            NaN            NaN
       5069.540            NaN            NaN
       5072.970       5069.237       3584.492
       5076.400       5069.235       3584.490
       5079.830       5069.232       3584.488
       5083.260       5070.370       3585.293
       5086.690       5068.770       3584.162
       5090.120       5061.257       3578.850
       5093.550            NaN            NaN
       5096.980            NaN            NaN
       5100.410       5073.114       3587.234
       5103.840       5074.071       3587.910
       5107.270            NaN            NaN
       5110.700            NaN            NaN
       5114.130            NaN            NaN
       5117.560            NaN            NaN
       5120.990       5074.467       3588.190
       5124.420       5069.652       3584.785
       5127.850       5068.222       3583.774
       5131.280       5064.345       3581.033
       5134.710       5074.441       3588.172
       5138.140            NaN            NaN
       5141.570       5074.211       3588.009
       5145.000       5068.612       3584.050
       5148.430       5064.262       3580.974
       5151.860       5064.891       3581.419
       5155.290       5064.900       3581.425
       5158.720       5060.644       3578.416
       5162.150       5071.174       3585.861
       5165.580       5071.641       3586.192
       5169.010       5069.201       3584.466
       5172.440       5068.864       3584.228
       5175.870       5064.034       3580.813
       5179.300       5069.859       3584.932
       5182.730            NaN            NaN
       5186.160            NaN            NaN
       5189.590            NaN            NaN
       5193.020            NaN            NaN
       5196.450       5067.051       3582.947
       5199.880       5068.506       3583.975
       5203.310            NaN            NaN
       5206.740            NaN            NaN
       5210.170            NaN            NaN
       5213.600            NaN            NaN
       5217.030            NaN            NaN
       5220.460            NaN            NaN
       5223.890            NaN            NaN
       5227.320            NaN            NaN
       5230.750            NaN            NaN
       5234.180       5074.091       3587.924
       5237.610       5059.190       3577.388
       5241.040       5059.187       3577.386
       5244.470       5074.213       3588.011
       5247.900            NaN            NaN
       5251.330            NaN            NaN
       5254.760            NaN            NaN
       5258.190            NaN            NaN
       5261.620            NaN            NaN
       5265.050            NaN            NaN
       5268.480            NaN            NaN
       5271.910       5071.756       3586.273
       5275.340       5060.870       3578.575
       5278.770       5060.095       3578.028
       5282.200       5064.957       3581.466
       5285.630       5071.648       3586.197
       5289.060       5072.502       3586.801
       5292.490            NaN            NaN
       5295.920       5071.931       3586.397
       5299.350       5066.756       3582.737
       5302.780       5065.373       3581.760
       5306.210       5070.088       3585.094
       5309.640       5071.673       3586.214
       5313.070       5071.670       3586.212
       5316.500            NaN            NaN
       5319.930       5074.183       3587.990
       5323.360       5072.679       3586.926
       5326.790            NaN            NaN
       5330.220            NaN            NaN
       5333.650            NaN            NaN
       5337.080       5076.230       3589.437
       5340.510            NaN            NaN
       5343.940            NaN            NaN
       5347.370       5061.156       3578.778
       5350.800       5061.825       3579.251
       5354.230            NaN            NaN
       5357.660            NaN            NaN
       5361.090       5064.797       3581.352
       5364.520            NaN            NaN
       5367.950            NaN            NaN
       5371.380            NaN            NaN
       5374.810            NaN            NaN
       5378.240       5070.540       3585.414
       5381.670            NaN            NaN
       5385.100            NaN            NaN
       5388.530       5070.786       3585.587
       5391.960       5070.833       3585.620
       5395.390       5067.805       3583.479
       5398.820            NaN            NaN
       5402.250            NaN            NaN
       5405.680            NaN            NaN
       5409.110            NaN            NaN
       5412.540       5068.343       3583.860
       5415.970       5059.673       3577.729
       5419.400       5060.429       3578.264
       5422.830       5070.909       3585.674
       5426.260            NaN            NaN
       5429.690            NaN            NaN
       5433.120       5071.292       3585.945
       5436.550       5064.249       3580.965
       5439.980       5069.086       3584.385
       5443.410       5071.042       3585.768
       5446.840       5070.440       3585.342
       5450.270       5068.086       3583.678
       5453.700       5067.822       3583.492
       5457.130            NaN            NaN
       5460.560            NaN            NaN
       5463.990       5065.942       3582.162
       5467.420       5067.974       3583.599
       5470.850       5066.480       3582.542
       5474.280       5064.335       3581.026
       5477.710       5062.437       3579.684
       5481.140       5058.992       3577.248
       5484.570       5058.990       3577.246
       5488.000       5058.987       3577.244
       5491.430       5058.984       3577.242
       5494.860            NaN            NaN
       5498.290            NaN            NaN
       5501.720            NaN            NaN
       5505.150            NaN            NaN
       5508.580       5067.348       3583.156
       5512.010       5073.939       3587.817
       5515.440            NaN            NaN
       5518.870            NaN            NaN
       5522.300       5073.479       3587.492
       5525.730       5073.860       3587.761
       5529.160       5071.895       3586.371
       5532.590       5072.051       3586.482
       5536.020       5066.851       3582.805
       5539.450       5064.823       3581.371
       5542.880       5066.876       3582.822
       5546.310       5066.492       3582.551
       5549.740       5071.129       3585.830
       5553.170       5073.749       3587.683
       5556.600            NaN            NaN
       5560.030            NaN            NaN
       5563.460            NaN            NaN
       5566.890            NaN            NaN
       5570.320       5063.417       3580.377
       5573.750       5061.214       3578.819
       5577.180       5072.234       3586.611
       5580.610       5072.496       3586.796
       5584.040            NaN            NaN
       5587.470            NaN            NaN
       5590.900       5058.981       3577.240
       5594.330       5058.904       3577.185
       5597.760       5066.780       3582.755
       5601.190            NaN            NaN
       5604.620            NaN            NaN
       5608.050       5069.671       3584.799
       5611.480       5058.890       3577.176
       5614.910       5060.218       3578.114
       5618.340       5060.215       3578.112
       5621.770       5066.823       3582.785
       5625.200       5069.467       3584.655
       5628.630       5071.205       3585.883
       5632.060       5070.434       3585.338
       5635.490       5065.981       3582.190
       5638.920       5065.277       3581.692
       5642.350       5070.187       3585.164
       5645.780       5073.270       3587.344
       5649.210       5073.970       3587.839
       5652.640       5075.437       3588.876
       5656.070       5073.594       3587.573
       5659.500       5058.853       3577.150
       5662.930       5067.966       3583.593
       5666.360       5071.814       3586.314
       5669.790            NaN            NaN
       5673.220            NaN            NaN
       5676.650            NaN            NaN
       5680.080       5070.063       3585.076
       5683.510       5070.886       3585.658
       5686.940       5073.527       3587.525
       5690.370            NaN            NaN
       5693.800            NaN            NaN
       5697.230       5072.544       3586.830
       5700.660            NaN            NaN
       5704.090            NaN            NaN
       5707.520       5066.207       3582.349
       5710.950       5067.368       3583.170
       5714.380       5067.215       3583.062
       5717.810            NaN            NaN
       5721.240            NaN            NaN
       5724.670            NaN            NaN
       5728.100            NaN            NaN
       5731.530            NaN            NaN
       5734.960       5067.976       3583.600
       5738.390       5069.363       3584.581
       5741.820       5066.267       3582.392
       5745.250            NaN            NaN
       5748.680            NaN            NaN
       5752.110            NaN            NaN
       5755.540       5072.513       3586.808
       5758.970       5072.510       3586.806
       5762.400            NaN            NaN
       5765.830            NaN            NaN
       5769.260       5073.492       3587.501
       5772.690            NaN            NaN
       5776.120            NaN            NaN
       5779.550            NaN            NaN
       5782.980       5072.974       3587.134
       5786.410            NaN            NaN
       5789.840            NaN            NaN
       5793.270            NaN            NaN
       5796.700            NaN            NaN
       5800.130       5060.318       3578.186
       5803.560       5061.685       3579.152
       5806.990       5066.009       3582.209
       5810.420       5065.167       3581.614
       5813.850       5065.056       3581.536
       5817.280       5065.750       3582.026
       5820.710       5064.632       3581.236
       5824.140            NaN            NaN
       5827.570            NaN            NaN
       5831.000       5060.416       3578.254
       5834.430       5060.413       3578.252
       5837.860            NaN            NaN
       5841.290            NaN            NaN
       5844.720       5070.132       3585.125
       5848.150       5065.731       3582.013
       5851.580       5067.147       3583.014
       5855.010       5068.304       3583.832
       5858.440       5072.493       3586.794
       5861.870       5072.490       3586.792
       5865.300       5073.146       3587.256
       5868.730       5074.787       3588.416
       5872.160       5071.163       3585.854
       5875.590       5069.462       3584.651
       5879.020            NaN            NaN
       5882.450            NaN            NaN
       5885.880            NaN            NaN
       5889.310            NaN            NaN
       5892.740       5069.899       3584.960
       5896.170       5067.203       3583.053
       5899.600       5058.673       3577.022
       5903.030       5060.806       3578.531
       5906.460       5061.394       3578.946
       5909.890       5070.446       3585.347
       5913.320       5071.030       3585.759
       5916.750       5063.995       3580.786
       5920.180       5058.658       3577.011
       5923.610       5058.655       3577.009
       5927.040       5058.653       3577.008
       5930.470       5063.059       3580.124
       5933.900       5064.051       3580.825
       5937.330            NaN            NaN
       5940.760            NaN            NaN
       5944.190            NaN            NaN
       5947.620       5071.800       3586.304
       5951.050       5071.129       3585.830
       5954.480       5058.633       3576.993
       5957.910       5070.694       3585.522
       5961.340       5074.604       3588.287
       5964.770            NaN            NaN
       5968.200       5072.517       3586.811
       5971.630       5059.394       3577.532
       5975.060       5070.308       3585.249
       5978.490       5070.572       3585.436
       5981.920            NaN            NaN
       5985.350            NaN            NaN
       5988.780       5074.330       3588.094
       5992.210            NaN            NaN
       5995.640            NaN            NaN
       5999.070            NaN            NaN
       6002.500            NaN            NaN
       6005.930            NaN            NaN
       6009.360       5073.803       3587.721
       6012.790            NaN            NaN
       6016.220            NaN            NaN
       6019.650       5070.888       3585.660
       6023.080       5070.448       3585.348
       6026.510       5070.613       3585.465
       6029.940       5064.995       3581.492
       6033.370       5062.369       3579.635
       6036.800       5062.028       3579.394
       6040.230       5060.739       3578.483
       6043.660       5069.117       3584.407
       6047.090       5069.125       3584.413
       6050.520       5068.310       3583.837
       6053.950       5070.908       3585.673
       6057.380       5074.041       3587.889
       6060.810            NaN            NaN
       6064.240            NaN            NaN
       6067.670            NaN            NaN
       6071.100       5064.754       3581.322
       6074.530       5072.403       3586.731
       6077.960       5073.054       3587.191
       6081.390       5067.531       3583.286
       6084.820            NaN            NaN
       6088.250            NaN            NaN
       6091.680            NaN            NaN
       6095.110            NaN            NaN
       6098.540            NaN            NaN
       6101.970            NaN            NaN
       6105.400            NaN            NaN
       6108.830       5065.777       3582.045
       6112.260       5065.775       3582.044
       6115.690       5063.521       3580.450
       6119.120       5070.582       3585.443
       6122.550       5070.821       3585.612
       6125.980       5062.329       3579.608
       6129.410       5060.215       3578.113
       6132.840       5058.504       3576.903
       6136.270            NaN            NaN
       6139.700            NaN            NaN
       6143.130       5067.739       3583.433
       6146.560       5070.453       3585.352
       6149.990            NaN            NaN
       6153.420            NaN            NaN
       6156.850       5069.791       3584.883
       6160.280       5069.414       3584.617
       6163.710       5062.143       3579.476
       6167.140            NaN            NaN
       6170.570            NaN            NaN
       6174.000            NaN            NaN
       6177.430       5066.850       3582.804
       6180.860       5070.800       3585.597
       6184.290       5072.832       3587.034
       6187.720       5072.830       3587.032
       6191.150       5069.984       3585.020
       6194.580            NaN            NaN
       6198.010            NaN            NaN
       6201.440       5069.159       3584.436
       6204.870       5068.905       3584.257
       6208.300            NaN            NaN
       6211.730            NaN            NaN
       6215.160            NaN            NaN
       6218.590            NaN            NaN
       6222.020            NaN            NaN
       6225.450       5062.319       3579.600
       6228.880       5062.187       3579.507
       6232.310       5065.890       3582.125
       6235.740       5065.348       3581.742
       6239.170            NaN            NaN
       6242.600            NaN            NaN
       6246.030       5065.725       3582.009
       6249.460            NaN            NaN
       6252.890            NaN            NaN
       6256.320       5066.962       3582.884
       6259.750       5068.729       3584.132
       6263.180       5068.242       3583.788
       6266.610       5069.454       3584.646
       6270.040       5068.460       3583.942
       6273.470       5071.922       3586.391
       6276.900       5072.395       3586.725
       6280.330       5068.230       3583.780
       6283.760       5065.793       3582.057
       6287.190       5066.543       3582.587
       6290.620       5072.325       3586.676
       6294.050       5071.265       3585.926
