          3.430      -Infinity      -Infinity
       6297.480       5069.231       3584.488
       6300.910       5072.189       3586.580
       6304.340       5074.073       3587.911
       6307.770       5073.040       3587.181
       6311.200            NaN            NaN
       6314.630            NaN            NaN
       6318.060       5067.756       3583.445
       6321.490       5065.256       3581.677
       6324.920       5065.254       3581.675
       6328.350       5058.368       3576.806
       6331.780       5066.809       3582.775
       6335.210       5067.259       3583.093
       6338.640            NaN            NaN
       6342.070            NaN            NaN
       6345.500            NaN            NaN
       6348.930       5072.009       3586.452
       6352.360            NaN            NaN
       6355.790            NaN            NaN
       6359.220            NaN            NaN
       6362.650            NaN            NaN
       6366.080       5069.652       3584.786
       6369.510       5067.112       3582.990
       6372.940       5072.687       3586.931
       6376.370       5073.242       3587.324
       6379.800       5067.870       3583.525
       6383.230       5066.080       3582.259
       6386.660       5067.552       3583.301
       6390.090       5069.618       3584.761
       6393.520       5070.535       3585.410
       6396.950       5068.571       3584.021
       6400.380       5058.603       3576.972
       6403.810       5058.549       3576.934
       6407.240       5069.881       3584.947
       6410.670       5071.319       3585.964
       6414.100       5067.488       3583.255
       6417.530       5062.542       3579.758
       6420.960       5069.986       3585.022
       6424.390            NaN            NaN
       6427.820       5072.177       3586.571
       6431.250       5060.120       3578.045
       6434.680            NaN            NaN
       6438.110            NaN            NaN
       6441.540       5068.370       3583.879
       6444.970            NaN            NaN
       6448.400            NaN            NaN
       6451.830            NaN            NaN
       6455.260       5072.279       3586.643
       6458.690       5072.684       3586.929
       6462.120       5064.151       3580.896
       6465.550       5071.441       3586.051
       6468.980       5073.239       3587.322
       6472.410       5069.184       3584.455
       6475.840       5061.066       3578.714
       6479.270       5072.958       3587.123
       6482.700       5073.221       3587.309
       6486.130       5069.480       3584.664
       6489.560       5072.744       3586.972
       6492.990       5073.676       3587.631
       6496.420       5073.130       3587.245
       6499.850       5070.343       3585.274
       6503.280       5065.835       3582.086
       6506.710       5063.738       3580.603
       6510.140       5058.937       3577.209
       6513.570       5071.580       3586.149
       6517.000            NaN            NaN
       6520.430       5071.576       3586.146
       6523.860       5058.636       3576.996
       6527.290       5059.000       3577.253
       6530.720            NaN            NaN
       6534.150            NaN            NaN
       6537.580            NaN            NaN
       6541.010       5064.312       3581.010
       6544.440       5062.927       3580.030
       6547.870            NaN            NaN
       6551.300       5073.453       3587.473
       6554.730       5062.360       3579.629
       6558.160            NaN            NaN
       6561.590            NaN            NaN
       6565.020       5068.033       3583.640
       6568.450       5070.676       3585.510
       6571.880       5071.036       3585.764
       6575.310       5068.670       3584.091
       6578.740       5058.199       3576.687
       6582.170       5061.781       3579.220
       6585.600       5063.347       3580.327
       6589.030            NaN            NaN
       6592.460            NaN            NaN
       6595.890            NaN            NaN
       6599.320       5071.139       3585.837
       6602.750            NaN            NaN
       6606.180            NaN            NaN
       6609.610            NaN            NaN
       6613.040       5072.097       3586.515
       6616.470       5071.789       3586.296
       6619.900       5060.191       3578.095
       6623.330       5066.666       3582.674
       6626.760       5069.111       3584.403
       6630.190       5069.108       3584.401
       6633.620       5070.591       3585.449
       6637.050       5071.334       3585.975
       6640.480       5070.118       3585.115
       6643.910       5072.478       3586.783
       6647.340            NaN            NaN
       6650.770       5072.469       3586.777
       6654.200       5073.107       3587.228
       6657.630            NaN            NaN
       6661.060            NaN            NaN
       6664.490       5069.674       3584.801
       6667.920       5070.006       3585.036
       6671.350       5070.004       3585.034
       6674.780       5068.811       3584.190
       6678.210       5068.828       3584.202
       6681.640       5070.027       3585.050
       6685.070       5069.297       3584.534
       6688.500       5066.656       3582.667
       6691.930       5061.698       3579.161
       6695.360       5065.899       3582.132
       6698.790            NaN            NaN
       6702.220            NaN            NaN
       6705.650       5072.945       3587.114
       6709.080            NaN            NaN
       6712.510            NaN            NaN
       6715.940            NaN            NaN
       6719.370            NaN            NaN
       6722.800            NaN            NaN
       6726.230            NaN            NaN
       6729.660       5062.147       3579.479
       6733.090       5072.648       3586.904
       6736.520            NaN            NaN
       6739.950            NaN            NaN
       6743.380       5072.741       3586.969
       6746.810            NaN            NaN
       6750.240            NaN            NaN
       6753.670       5066.936       3582.865
       6757.100       5069.234       3584.490
       6760.530       5067.918       3583.559
       6763.960       5065.153       3581.604
       6767.390       5062.304       3579.590
       6770.820            NaN            NaN
       6774.250            NaN            NaN
       6777.680            NaN            NaN
       6781.110            NaN            NaN
       6784.540       5066.661       3582.671
       6787.970       5067.289       3583.114
       6791.400       5066.396       3582.483
       6794.830            NaN            NaN
       6798.260            NaN            NaN
       6801.690            NaN            NaN
       6805.120            NaN            NaN
       6808.550            NaN            NaN
       6811.980            NaN            NaN
       6815.410       5070.084       3585.091
       6818.840       5066.722       3582.713
       6822.270       5066.594       3582.623
       6825.700       5066.463       3582.530
       6829.130       5070.731       3585.548
       6832.560       5071.869       3586.353
       6835.990       5072.555       3586.838
       6839.420       5071.903       3586.377
       6842.850       5067.664       3583.380
       6846.280       5067.134       3583.005
       6849.710       5064.820       3581.368
       6853.140       5071.027       3585.758
       6856.570            NaN            NaN
       6860.000            NaN            NaN
       6863.430       5068.865       3584.229
       6866.860       5072.012       3586.454
       6870.290       5069.763       3584.864
       6873.720       5066.610       3582.634
       6877.150       5068.236       3583.784
       6880.580       5067.555       3583.302
       6884.010       5067.971       3583.597
       6887.440       5073.031       3587.175
       6890.870            NaN            NaN
       6894.300       5073.105       3587.227
       6897.730       5064.374       3581.053
       6901.160            NaN            NaN
       6904.590            NaN            NaN
       6908.020       5068.636       3584.067
       6911.450       5069.515       3584.688
       6914.880            NaN            NaN
       6918.310            NaN            NaN
       6921.740            NaN            NaN
       6925.170            NaN            NaN
       6928.600            NaN            NaN
       6932.030            NaN            NaN
       6935.460            NaN            NaN
       6938.890            NaN            NaN
       6942.320       5062.666       3579.846
       6945.750       5070.495       3585.381
       6949.180       5071.698       3586.232
       6952.610       5066.390       3582.479
       6956.040       5070.333       3585.267
       6959.470       5070.419       3585.328
       6962.900       5060.282       3578.160
       6966.330       5059.269       3577.444
       6969.760       5057.948       3576.510
       6973.190       5062.400       3579.658
       6976.620       5062.398       3579.656
       6980.050       5069.318       3584.549
       6983.480       5069.580       3584.734
       6986.910       5069.692       3584.814
       6990.340       5069.761       3584.862
       6993.770       5061.169       3578.787
       6997.200       5057.931       3576.498
       7000.630       5072.910       3587.089
       7004.060            NaN            NaN
       7007.490            NaN            NaN
       7010.920       5073.739       3587.676
       7014.350       5070.960       3585.710
       7017.780            NaN            NaN
       7021.210            NaN            NaN
       7024.640            NaN            NaN
       7028.070       5071.964       3586.420
       7031.500            NaN            NaN
       7034.930       5072.481       3586.786
       7038.360       5064.495       3581.138
       7041.790            NaN            NaN
       7045.220            NaN            NaN
       7048.650            NaN            NaN
       7052.080       5071.699       3586.233
       7055.510            NaN            NaN
       7058.940       5071.888       3586.366
       7062.370            NaN            NaN
       7065.800            NaN            NaN
       7069.230            NaN            NaN
       7072.660            NaN            NaN
       7076.090       5062.224       3579.533
       7079.520       5060.573       3578.365
       7082.950            NaN            NaN
       7086.380            NaN            NaN
       7089.810            NaN            NaN
       7093.240            NaN            NaN
       7096.670            NaN            NaN
       7100.100            NaN            NaN
       7103.530       5067.159       3583.023
       7106.960       5070.752       3585.563
       7110.390            NaN            NaN
       7113.820            NaN            NaN
       7117.250       5073.179       3587.279
       7120.680       5065.631       3581.942
       7124.110       5068.039       3583.645
       7127.540       5069.565       3584.724
       7130.970       5066.836       3582.794
       7134.400       5061.200       3578.809
       7137.830       5063.819       3580.661
       7141.260       5071.968       3586.423
       7144.690            NaN            NaN
       7148.120            NaN            NaN
       7151.550       5067.662       3583.378
       7154.980       5064.809       3581.361
       7158.410       5063.180       3580.209
       7161.840       5061.199       3578.809
       7165.270       5072.816       3587.022
       7168.700            NaN            NaN
       7172.130       5073.452       3587.473
       7175.560       5072.109       3586.523
       7178.990       5067.554       3583.302
       7182.420       5066.912       3582.848
       7185.850       5067.763       3583.449
       7189.280       5066.563       3582.601
       7192.710       5069.184       3584.455
       7196.140            NaN            NaN
       7199.570            NaN            NaN
       7203.000       5062.580       3579.785
       7206.430       5069.436       3584.633
       7209.860       5071.469       3586.070
       7213.290       5068.095       3583.685
       7216.720       5057.797       3576.403
       7220.150       5065.311       3581.716
       7223.580       5067.916       3583.558
       7227.010       5067.914       3583.556
       7230.440            NaN            NaN
       7233.870            NaN            NaN
       7237.300            NaN            NaN
       7240.730            NaN            NaN
       7244.160            NaN            NaN
       7247.590       5069.845       3584.922
       7251.020       5066.477       3582.540
       7254.450       5067.454       3583.231
       7257.880            NaN            NaN
       7261.310            NaN            NaN
       7264.740       5067.315       3583.133
       7268.170       5071.623       3586.179
       7271.600       5071.670       3586.213
       7275.030       5064.990       3581.489
       7278.460            NaN            NaN
       7281.890            NaN            NaN
       7285.320       5057.756       3576.374
       7288.750       5066.986       3582.900
       7292.180       5067.183       3583.039
       7295.610       5070.843       3585.628
       7299.040       5071.827       3586.324
       7302.470       5068.602       3584.043
       7305.900       5068.600       3584.041
       7309.330            NaN            NaN
       7312.760            NaN            NaN
       7316.190       5067.518       3583.277
       7319.620       5063.685       3580.566
       7323.050       5059.192       3577.389
       7326.480       5060.733       3578.479
       7329.910            NaN            NaN
       7333.340            NaN            NaN
       7336.770            NaN            NaN
       7340.200       5071.742       3586.263
       7343.630       5071.740       3586.262
       7347.060       5071.738       3586.260
       7350.490       5071.736       3586.259
       7353.920            NaN            NaN
       7357.350            NaN            NaN
       7360.780       5069.843       3584.920
       7364.210       5071.727       3586.253
       7367.640       5071.725       3586.251
       7371.070       5072.977       3587.137
       7374.500            NaN            NaN
       7377.930       5071.203       3585.882
       7381.360       5061.985       3579.364
       7384.790       5064.603       3581.215
       7388.220       5071.820       3586.319
       7391.650            NaN            NaN
       7395.080       5071.745       3586.265
       7398.510       5070.215       3585.183
       7401.940       5073.140       3587.252
       7405.370            NaN            NaN
       7408.800            NaN            NaN
       7412.230            NaN            NaN
       7415.660       5073.060       3587.195
       7419.090            NaN            NaN
       7422.520            NaN            NaN
       7425.950            NaN            NaN
       7429.380            NaN            NaN
       7432.810       5067.610       3583.341
       7436.240       5069.113       3584.404
       7439.670       5066.093       3582.269
       7443.100       5063.326       3580.312
       7446.530            NaN            NaN
       7449.960            NaN            NaN
       7453.390       5062.064       3579.420
       7456.820            NaN            NaN
       7460.250            NaN            NaN
       7463.680       5066.311       3582.423
       7467.110       5059.601       3577.678
       7470.540       5058.732       3577.064
       7473.970       5062.974       3580.063
       7477.400       5062.972       3580.062
       7480.830       5070.575       3585.438
       7484.260            NaN            NaN
       7487.690       5070.997       3585.736
       7491.120       5068.875       3584.236
       7494.550       5071.789       3586.296
       7497.980       5069.359       3584.578
       7501.410            NaN            NaN
       7504.840            NaN            NaN
       7508.270            NaN            NaN
       7511.700            NaN            NaN
       7515.130            NaN            NaN
       7518.560            NaN            NaN
       7521.990       5059.423       3577.552
       7525.420       5068.267       3583.806
       7528.850       5069.960       3585.003
       7532.280            NaN            NaN
       7535.710            NaN            NaN
       7539.140            NaN            NaN
       7542.570       5073.753       3587.685
       7546.000       5071.367       3585.998
       7549.430       5069.200       3584.466
       7552.860            NaN            NaN
       7556.290            NaN            NaN
       7559.720            NaN            NaN
       7563.150       5060.820       3578.540
       7566.580       5064.316       3581.012
       7570.010       5065.002       3581.497
       7573.440       5061.462       3578.994
       7576.870       5066.757       3582.738
       7580.300       5069.382       3584.594
       7583.730       5067.346       3583.155
       7587.160       5063.651       3580.542
       7590.590       5061.597       3579.090
       7594.020       5057.576       3576.246
       7597.450       5072.119       3586.530
       7600.880       5072.311       3586.665
       7604.310            NaN            NaN
       7607.740            NaN            NaN
       7611.170            NaN            NaN
       7614.600       5072.542       3586.829
       7618.030       5057.562       3576.236
       7621.460       5057.560       3576.235
       7624.890       5062.684       3579.858
       7628.320       5063.768       3580.625
       7631.750       5062.102       3579.447
       7635.180       5069.662       3584.792
       7638.610       5072.272       3586.638
       7642.040       5071.700       3586.233
       7645.470       5070.676       3585.509
       7648.900       5070.666       3585.502
       7652.330       5068.204       3583.761
       7655.760            NaN            NaN
       7659.190            NaN            NaN
       7662.620       5070.474       3585.367
       7666.050       5070.885       3585.657
       7669.480       5072.607       3586.875
       7672.910       5073.081       3587.210
       7676.340       5071.920       3586.389
       7679.770            NaN            NaN
       7683.200            NaN            NaN
       7686.630       5070.665       3585.502
       7690.060            NaN            NaN
       7693.490       5073.124       3587.241
       7696.920       5070.185       3585.162
       7700.350       5071.912       3586.384
       7703.780       5070.518       3585.398
       7707.210       5068.454       3583.938
       7710.640       5070.734       3585.550
       7714.070            NaN            NaN
       7717.500            NaN            NaN
       7720.930            NaN            NaN
       7724.360       5067.283       3583.111
       7727.790       5064.776       3581.337
       7731.220            NaN            NaN
       7734.650            NaN            NaN
       7738.080            NaN            NaN
       7741.510            NaN            NaN
       7744.940            NaN            NaN
       7748.370            NaN            NaN
       7751.800            NaN            NaN
       7755.230            NaN            NaN
       7758.660            NaN            NaN
       7762.090            NaN            NaN
       7765.520            NaN            NaN
       7768.950            NaN            NaN
       7772.380            NaN            NaN
       7775.810            NaN            NaN
       7779.240            NaN            NaN
       7782.670            NaN            NaN
       7786.100            NaN            NaN
       7789.530            NaN            NaN
       7792.960            NaN            NaN
       7796.390            NaN            NaN
       7799.820       5063.150       3580.188
       7803.250       5063.598       3580.504
       7806.680       5058.930       3577.204
       7810.110       5064.347       3581.034
       7813.540       5066.887       3582.830
       7816.970       5066.885       3582.829
       7820.400       5064.360       3581.043
       7823.830       5059.132       3577.346
       7827.260       5062.527       3579.747
       7830.690       5061.867       3579.281
       7834.120       5062.275       3579.569
       7837.550       5062.771       3579.920
       7840.980            NaN            NaN
       7844.410            NaN            NaN
       7847.840            NaN            NaN
       7851.270            NaN            NaN
       7854.700            NaN            NaN
       7858.130       5070.281       3585.230
       7861.560       5064.986       3581.486
       7864.990       5064.569       3581.191
       7868.420       5064.991       3581.489
       7871.850            NaN            NaN
       7875.280            NaN            NaN
       7878.710            NaN            NaN
       7882.140       5072.998       3587.151
       7885.570       5070.208       3585.178
       7889.000       5063.988       3580.780
       7892.430            NaN            NaN
       7895.860            NaN            NaN
       7899.290            NaN            NaN
       7902.720            NaN            NaN
       7906.150            NaN            NaN
       7909.580       5068.635       3584.067
       7913.010       5068.634       3584.065
       7916.440       5066.343       3582.446
       7919.870            NaN            NaN
       7923.300            NaN            NaN
       7926.730       5069.407       3584.612
       7930.160       5070.649       3585.490
       7933.590       5066.214       3582.354
       7937.020            NaN            NaN
       7940.450            NaN            NaN
       7943.880            NaN            NaN
       7947.310            NaN            NaN
       7950.740       5064.603       3581.215
       7954.170       5068.068       3583.665
       7957.600       5066.133       3582.297
       7961.030       5057.745       3576.366
       7964.460       5057.743       3576.365
       7967.890       5066.128       3582.293
       7971.320            NaN            NaN
       7974.750            NaN            NaN
       7978.180       5069.804       3584.893
       7981.610            NaN            NaN
       7985.040       5071.209       3585.886
       7988.470            NaN            NaN
       7991.900            NaN            NaN
       7995.330            NaN            NaN
       7998.760            NaN            NaN
       8002.190            NaN            NaN
       8005.620            NaN            NaN
       8009.050            NaN            NaN
       8012.480       5071.349       3585.985
       8015.910            NaN            NaN
       8019.340            NaN            NaN
       8022.770            NaN            NaN
       8026.200            NaN            NaN
       8029.630       5069.782       3584.877
       8033.060       5069.963       3585.006
       8036.490       5061.829       3579.254
       8039.920       5069.635       3584.773
       8043.350            NaN            NaN
       8046.780            NaN            NaN
       8050.210            NaN            NaN
       8053.640            NaN            NaN
       8057.070            NaN            NaN
       8060.500       5061.579       3579.077
       8063.930       5059.949       3577.924
       8067.360       5071.325       3585.968
       8070.790            NaN            NaN
       8074.220       5071.321       3585.966
       8077.650       5062.720       3579.884
       8081.080       5064.059       3580.830
       8084.510            NaN            NaN
       8087.940            NaN            NaN
       8091.370       5059.756       3577.788
       8094.800       5070.980       3585.724
       8098.230       5071.933       3586.398
       8101.660       5068.708       3584.118
       8105.090       5066.255       3582.383
       8108.520       5060.087       3578.022
       8111.950       5059.517       3577.619
       8115.380       5071.672       3586.214
       8118.810            NaN            NaN
       8122.240            NaN            NaN
       8125.670       5072.236       3586.612
       8129.100       5064.883       3581.413
       8132.530       5059.822       3577.835
       8135.960       5059.306       3577.470
       8139.390       5059.673       3577.729
       8142.820       5063.136       3580.178
       8146.250            NaN            NaN
       8149.680            NaN            NaN
       8153.110       5057.267       3576.028
       8156.540       5070.106       3585.106
       8159.970       5070.398       3585.313
       8163.400       5060.965       3578.643
       8166.830            NaN            NaN
       8170.260            NaN            NaN
       8173.690       5072.700       3586.940
       8177.120            NaN            NaN
       8180.550            NaN            NaN
       8183.980            NaN            NaN
       8187.410       5072.151       3586.553
       8190.840            NaN            NaN
       8194.270            NaN            NaN
       8197.700            NaN            NaN
       8201.130       5065.345       3581.740
       8204.560       5066.052       3582.240
       8207.990       5062.143       3579.475
       8211.420            NaN            NaN
       8214.850            NaN            NaN
       8218.280       5062.062       3579.419
       8221.710       5063.227       3580.242
       8225.140       5062.795       3579.937
       8228.570            NaN            NaN
       8232.000            NaN            NaN
       8235.430            NaN            NaN
       8238.860            NaN            NaN
       8242.290       5070.510       3585.392
       8245.720       5071.345       3585.983
       8249.150       5065.792       3582.056
       8252.580       5059.975       3577.943
       8256.010       5061.588       3579.083
       8259.440       5066.810       3582.776
       8262.870       5066.373       3582.467
       8266.300       5059.795       3577.816
       8269.730       5061.404       3578.953
       8273.160       5062.359       3579.629
       8276.590            NaN            NaN
       8280.020            NaN            NaN
       8283.450       5061.397       3578.948
       8286.880       5061.395       3578.947
       8290.310       5059.783       3577.807
       8293.740            NaN            NaN
       8297.170            NaN            NaN
       8300.600       5060.742       3578.485
       8304.030       5066.365       3582.461
       8307.460       5066.440       3582.514
       8310.890       5068.134       3583.712
       8314.320            NaN            NaN
       8317.750            NaN            NaN
       8321.180            NaN            NaN
       8324.610       5066.221       3582.359
       8328.040            NaN            NaN
       8331.470            NaN            NaN
       8334.900       5067.676       3583.388
       8338.330       5067.674       3583.387
       8341.760       5068.372       3583.881
       8345.190       5069.164       3584.440
       8348.620       5066.754       3582.736
       8352.050       5063.116       3580.164
       8355.480            NaN            NaN
       8358.910            NaN            NaN
       8362.340            NaN            NaN
       8365.770       5057.155       3575.949
       8369.200       5062.481       3579.715
       8372.630       5069.762       3584.863
       8376.060       5069.144       3584.426
       8379.490            NaN            NaN
       8382.920            NaN            NaN
       8386.350            NaN            NaN
       8389.780       5071.605       3586.166
       8393.210       5072.478       3586.784
       8396.640       5072.579       3586.855
       8400.070            NaN            NaN
       8403.500       5071.942       3586.405
       8406.930       5057.704       3576.337
       8410.360       5057.132       3575.932
       8413.790       5060.211       3578.110
       8417.220       5066.499       3582.556
       8420.650            NaN            NaN
       8424.080            NaN            NaN
       8427.510            NaN            NaN
       8430.940            NaN            NaN
       8434.370       5058.221       3576.703
       8437.800       5057.118       3575.922
       8441.230       5057.116       3575.921
       8444.660       5057.114       3575.920
       8448.090       5063.409       3580.371
       8451.520       5072.131       3586.538
       8454.950       5071.775       3586.287
       8458.380       5061.833       3579.257
       8461.810       5062.409       3579.664
       8465.240       5069.271       3584.516
       8468.670       5068.999       3584.323
       8472.100       5069.255       3584.505
       8475.530       5069.313       3584.545
       8478.960       5059.771       3577.799
       8482.390       5066.352       3582.452
       8485.820       5064.959       3581.467
       8489.250       5062.650       3579.834
       8492.680       5071.314       3585.960
       8496.110            NaN            NaN
       8499.540            NaN            NaN
       8502.970            NaN            NaN
       8506.400            NaN            NaN
       8509.830            NaN            NaN
       8513.260            NaN            NaN
       8516.690            NaN            NaN
       8520.120       5071.455       3586.061
       8523.550       5071.454       3586.059
       8526.980       5064.985       3581.485
       8530.410       5065.336       3581.734
       8533.840       5065.227       3581.656
       8537.270       5064.918       3581.438
       8540.700       5067.249       3583.086
       8544.130       5067.885       3583.536
       8547.560       5066.295       3582.412
       8550.990       5065.988       3582.195
       8554.420       5065.986       3582.193
       8557.850       5065.985       3582.192
       8561.280            NaN            NaN
       8564.710            NaN            NaN
       8568.140            NaN            NaN
       8571.570            NaN            NaN
       8575.000            NaN            NaN
       8578.430       5070.665       3585.501
       8581.860       5071.225       3585.897
       8585.290       5063.745       3580.608
       8588.720       5060.820       3578.540
       8592.150            NaN            NaN
       8595.580            NaN            NaN
       8599.010            NaN            NaN
       8602.440            NaN            NaN
       8605.870            NaN            NaN
       8609.300       5066.896       3582.836
       8612.730       5065.584       3581.909
       8616.160            NaN            NaN
       8619.590            NaN            NaN
       8623.020            NaN            NaN
       8626.450       5066.850       3582.804
       8629.880       5059.665       3577.723
       8633.310       5061.418       3578.963
       8636.740            NaN            NaN
       8640.170            NaN            NaN
       8643.600       5063.958       3580.759
       8647.030       5066.504       3582.559
       8650.460       5067.904       3583.549
       8653.890       5072.032       3586.468
       8657.320       5071.099       3585.809
       8660.750       5063.238       3580.250
       8664.180       5061.770       3579.212
       8667.610       5057.519       3576.206
       8671.040       5060.874       3578.578
       8674.470       5069.397       3584.605
       8677.900       5071.030       3585.760
       8681.330       5068.113       3583.697
       8684.760       5065.246       3581.670
       8688.190       5066.738       3582.725
       8691.620       5067.727       3583.424
       8695.050            NaN            NaN
       8698.480            NaN            NaN
       8701.910       5064.468       3581.120
       8705.340       5056.982       3575.827
       8708.770            NaN            NaN
       8712.200            NaN            NaN
       8715.630       5067.262       3583.095
       8719.060       5069.881       3584.947
       8722.490       5067.086       3582.971
       8725.920            NaN            NaN
       8729.350            NaN            NaN
       8732.780            NaN            NaN
       8736.210       5071.158       3585.851
       8739.640       5064.741       3581.313
       8743.070       5067.919       3583.560
       8746.500       5069.458       3584.648
       8749.930       5072.256       3586.626
       8753.360       5070.960       3585.710
       8756.790       5058.934       3577.207
       8760.220       5060.124       3578.048
       8763.650       5064.452       3581.108
       8767.080       5064.758       3581.324
       8770.510       5068.400       3583.900
       8773.940       5070.567       3585.432
       8777.370       5067.794       3583.471
       8780.800       5060.952       3578.634
       8784.230       5059.394       3577.532
       8787.660       5056.941       3575.798
       8791.090       5060.458       3578.284
       8794.520       5062.374       3579.639
       8797.950       5070.158       3585.143
       8801.380       5071.428       3586.041
       8804.810            NaN            NaN
       8808.240       5071.979       3586.431
       8811.670       5058.435       3576.854
       8815.100       5072.047       3586.479
       8818.530       5073.449       3587.470
       8821.960       5071.110       3585.817
       8825.390            NaN            NaN
       8828.820            NaN            NaN
       8832.250       5060.514       3578.324
       8835.680            NaN            NaN
       8839.110            NaN            NaN
       8842.540       5060.691       3578.449
       8845.970            NaN            NaN
       8849.400            NaN            NaN
       8852.830       5067.747       3583.438
       8856.260       5067.745       3583.437
       8859.690       5064.171       3580.910
       8863.120       5065.804       3582.064
       8866.550       5064.383       3581.060
       8869.980       5056.901       3575.769
       8873.410       5071.633       3586.186
       8876.840            NaN            NaN
       8880.270       5064.816       3581.366
       8883.700       5064.591       3581.207
       8887.130       5067.226       3583.070
       8890.560       5068.466       3583.947
       8893.990       5066.752       3582.735
       8897.420       5070.748       3585.560
       8900.850       5070.373       3585.295
       8904.280            NaN            NaN
       8907.710            NaN            NaN
       8911.140            NaN            NaN
       8914.570            NaN            NaN
       8918.000       5067.121       3582.996
       8921.430       5061.070       3578.717
       8924.860       5059.463       3577.581
       8928.290       5070.444       3585.346
       8931.720       5070.443       3585.344
       8935.150       5060.575       3578.367
       8938.580       5060.574       3578.366
       8942.010       5060.824       3578.543
       8945.440       5062.858       3579.982
       8948.870       5062.857       3579.980
       8952.300       5062.855       3579.979
       8955.730            NaN            NaN
       8959.160            NaN            NaN
       8962.590            NaN            NaN
       8966.020            NaN            NaN
       8969.450            NaN            NaN
       8972.880       5059.455       3577.575
       8976.310       5070.703       3585.528
       8979.740            NaN            NaN
       8983.170            NaN            NaN
       8986.600            NaN            NaN
       8990.030            NaN            NaN
       8993.460            NaN            NaN
       8996.890       5062.875       3579.994
       9000.320       5062.013       3579.384
       9003.750       5070.845       3585.629
       9007.180       5071.017       3585.751
       9010.610       5065.741       3582.020
       9014.040       5071.044       3585.770
       9017.470       5070.100       3585.102
       9020.900            NaN            NaN
       9024.330            NaN            NaN
       9027.760            NaN            NaN
       9031.190            NaN            NaN
       9034.620            NaN            NaN
       9038.050            NaN            NaN
       9041.480            NaN            NaN
       9044.910       5072.154       3586.554
       9048.340       5062.017       3579.387
       9051.770       5059.583       3577.665
       9055.200       5064.920       3581.440
       9058.630            NaN            NaN
       9062.060            NaN            NaN
       9065.490       5065.597       3581.918
       9068.920            NaN            NaN
       9072.350            NaN            NaN
       9075.780            NaN            NaN
       9079.210            NaN            NaN
       9082.640       5062.812       3579.949
       9086.070       5070.139       3585.130
       9089.500            NaN            NaN
       9092.930            NaN            NaN
       9096.360            NaN            NaN
       9099.790       5067.644       3583.366
       9103.220       5067.642       3583.364
       9106.650       5071.287       3585.942
       9110.080       5070.594       3585.451
       9113.510       5070.221       3585.188
       9116.940       5070.103       3585.105
       9120.370       5056.780       3575.683
       9123.800            NaN            NaN
       9127.230            NaN            NaN
       9130.660       5065.280       3581.694
       9134.090       5064.818       3581.367
       9137.520       5060.172       3578.082
       9140.950       5060.171       3578.081
       9144.380       5058.918       3577.195
       9147.810            NaN            NaN
       9151.240            NaN            NaN
       9154.670       5060.056       3578.000
       9158.100       5070.781       3585.584
       9161.530       5073.602       3587.579
       9164.960            NaN            NaN
       9168.390            NaN            NaN
       9171.820            NaN            NaN
       9175.250       5071.658       3586.204
       9178.680       5066.735       3582.723
       9182.110       5071.433       3586.044
       9185.540            NaN            NaN
       9188.970       5066.440       3582.514
       9192.400       5060.453       3578.281
       9195.830       5059.990       3577.954
       9199.260       5058.910       3577.190
       9202.690       5058.261       3576.731
       9206.120       5058.260       3576.730
       9209.550       5058.258       3576.729
       9212.980       5058.256       3576.727
       9216.410       5063.604       3580.509
       9219.840       5065.928       3582.152
       9223.270       5066.616       3582.639
       9226.700       5068.433       3583.923
       9230.130       5070.651       3585.492
       9233.560       5071.629       3586.183
       9236.990       5069.683       3584.808
       9240.420            NaN            NaN
       9243.850            NaN            NaN
       9247.280       5069.331       3584.558
       9250.710       5069.486       3584.668
       9254.140            NaN            NaN
       9257.570            NaN            NaN
       9261.000            NaN            NaN
       9264.430            NaN            NaN
       9267.860            NaN            NaN
       9271.290       5067.959       3583.588
       9274.720       5066.672       3582.678
       9278.150       5066.139       3582.301
       9281.580       5068.041       3583.646
       9285.010       5068.039       3583.645
       9288.440       5065.335       3581.733
       9291.870       5056.699       3575.626
       9295.300       5066.513       3582.566
       9298.730       5067.763       3583.449
       9302.160       5062.926       3580.029
       9305.590       5071.054       3585.777
       9309.020       5071.053       3585.776
       9312.450            NaN            NaN
       9315.880            NaN            NaN
       9319.310       5065.155       3581.606
       9322.740            NaN            NaN
       9326.170            NaN            NaN
       9329.600       5066.893       3582.835
       9333.030       5072.335       3586.683
       9336.460            NaN            NaN
       9339.890            NaN            NaN
       9343.320            NaN            NaN
       9346.750            NaN            NaN
       9350.180            NaN            NaN
       9353.610            NaN            NaN
       9357.040       5065.381       3581.765
       9360.470       5056.763       3575.671
       9363.900       5070.713       3585.535
       9367.330            NaN            NaN
       9370.760            NaN            NaN
       9374.190       5072.527       3586.818
       9377.620       5071.621       3586.178
       9381.050       5062.050       3579.410
       9384.480       5063.080       3580.138
       9387.910       5061.211       3578.817
       9391.340       5059.503       3577.609
       9394.770       5070.818       3585.610
       9398.200       5070.867       3585.644
       9401.630       5065.151       3581.603
       9405.060       5065.260       3581.680
       9408.490       5061.293       3578.875
       9411.920       5062.501       3579.728
       9415.350       5062.499       3579.727
       9418.780            NaN            NaN
       9422.210            NaN            NaN
       9425.640            NaN            NaN
       9429.070            NaN            NaN
       9432.500       5070.117       3585.114
       9435.930       5060.645       3578.417
