          3.430         67.284          0.000          0.000
          6.860         67.797         63.490         44.894
         10.290         68.314        110.435         78.089
         13.720         68.833        176.009        124.457
         17.150         69.356        238.270        168.482
         20.580         69.882        293.911        207.826
         24.010         70.411        345.877        244.572
         27.440         70.943        395.456        279.630
         30.870         71.479        443.611        313.680
         34.300         72.018        491.185        347.320
         37.730         72.560        538.602        380.849
         41.160         73.106        585.647        414.115
         44.590         73.655        631.945        446.853
         48.020         74.207        677.343        478.954
         51.450         74.763        721.885        510.450
         54.880         75.322        765.702        541.433
         58.310         75.884        808.939        572.006
         61.740         76.450        851.706        602.247
         65.170         77.019        894.053        632.191
         68.600         77.592        935.984        661.841
         72.030         78.168        977.485        691.186
         75.460         78.748       1018.550        720.223
         78.890         79.331       1059.189        748.960
         82.320         79.917       1099.429        777.414
         85.750         80.507       1139.300        805.606
         89.180         81.101       1178.830        833.559
         92.610         81.698       1218.048        861.290
         96.040         82.298       1256.977        888.817
         99.470         82.903       1295.643        916.158
        102.900         83.510       1334.081        943.338
        106.330         84.121       1372.315        970.373
        109.760         84.736       1410.360        997.275
        113.190         85.355       1448.528       1024.264
        116.620         85.977       1488.459       1052.499
        120.050         86.602       1530.851       1082.475
        123.480         87.232       1573.320       1112.505
        126.910         87.865       1614.631       1141.717
        130.340         88.501       1654.737       1170.076
        133.770         89.142       1694.716       1198.345
        137.200         89.786       1736.566       1227.937
        140.630         90.433       1779.419       1258.239
        144.060         91.085       1821.670       1288.115
        147.490         91.740       1863.111       1317.419
        150.920         92.399       1903.981       1346.318
        154.350         93.062       1944.447       1374.932
        157.780         93.728       1984.436       1403.208
        161.210         94.398       2023.699       1430.971
        164.640         95.072       2061.976       1458.037
        168.070         95.750       2099.232       1484.381
        171.500         96.432       2136.888       1511.008
        174.930         97.118       2177.913       1540.017
        178.360         97.807       2220.199       1569.918
        181.790         98.500       2261.580       1599.179
        185.220         99.197       2301.521       1627.421
        188.650         99.898       2339.243       1654.095
        192.080        100.603       2375.768       1679.922
        195.510        101.312       2423.697       1713.812
        198.940        102.025       2470.375       1746.819
        202.370        102.741       2514.715       1778.172
        205.800        103.462       2557.375       1808.337
        209.230        104.187       2598.413       1837.355
        212.660        104.915       2637.533       1865.017
        216.090        105.648       2674.948       1891.474
        219.520        106.384       2716.892       1921.133
        222.950        107.125       2761.411       1952.612
        226.380        107.869       2803.406       1982.307
        229.810        108.618       2842.624       2010.038
        233.240        109.371       2882.076       2037.936
        236.670        110.128       2928.087       2070.470
        240.100        110.888       2973.292       2102.435
        243.530        111.653       3016.615       2133.069
        246.960        112.422       3058.597       2162.754
        250.390        113.195       3099.542       2191.707
        253.820        113.973       3139.547       2219.995
        257.250        114.754       3178.542       2247.568
        260.680        115.540       3216.546       2274.442
        264.110        116.329       3255.219       2301.787
        267.540        117.123       3297.755       2331.865
        270.970        117.921       3342.495       2363.501
        274.400        118.724       3387.823       2395.553
        277.830        119.530       3432.760       2427.328
        281.260        120.341       3476.765       2458.444
        284.690        121.156       3519.773       2488.855
        288.120        121.975       3561.958       2518.685
        291.550        122.798       3603.684       2548.189
        294.980        123.626       3645.441       2577.716
        298.410        124.458       3687.479       2607.442
        301.840        125.294       3729.552       2637.191
        305.270        126.135       3771.287       2666.703
        308.700        126.980       3812.512       2695.853
        312.130        127.829       3853.366       2724.742
        315.560        128.682       3894.587       2753.889
        318.990        129.540       3937.317       2784.103
        322.420        130.403       3981.206       2815.138
        325.850        131.269       4024.946       2846.067
        329.280        132.140       4067.876       2876.423
        332.710        133.015       4109.894       2906.134
        336.140        133.895       4151.644       2935.655
        339.570        134.779       4194.903       2966.244
        343.000        135.668       4239.714       2997.930
        346.430        136.561       4284.340       3029.486
        349.860        137.458       4328.144       3060.460
        353.290        138.360       4371.138       3090.861
        356.720        139.267       4413.478       3120.800
        360.150        140.177       4455.380       3150.429
        363.580        141.093       4497.110       3179.937
        367.010        142.013       4538.962       3209.531
        370.440        142.937       4581.286       3239.458
        373.870        143.866       4624.532       3270.038
        377.300        144.799       4668.986       3301.472
        380.730        145.737       4714.407       3333.589
        384.160        146.679       4760.284       3366.029
        387.590        147.626       4806.187       3398.488
        391.020        148.578       4851.844       3430.772
        394.450        149.534       4897.117       3462.785
        397.880        150.495       4941.977       3494.505
        401.310        151.460       4986.474       3525.970
        404.740        152.430       5030.710       3557.249
        408.170        153.404       5074.783       3588.414
        411.600        154.383       5118.722       3619.483
        415.030        155.367       5162.423       3650.385
        418.460        156.355       5205.637       3680.941
        421.890        157.348       5247.943       3710.856
        425.320        158.346       5288.556       3739.574
        428.750        159.348       5325.872       3765.960
        432.180        160.355       5371.476       3798.207
        435.610        161.367       5421.633       3833.673
        439.040        162.383       5468.534       3866.837
        442.470        163.404       5513.596       3898.701
        445.900        164.430       5557.786       3929.948
        449.330        165.460       5602.795       3961.774
        452.760        166.495       5649.470       3994.779
        456.190        167.535       5696.274       4027.874
        459.620        168.580       5742.161       4060.321
        463.050        169.629       5786.770       4091.864
        466.480        170.683       5829.667       4122.197
        469.910        171.742       5870.075       4150.770
        473.340        172.806       5914.930       4182.487
        476.770        173.874       5966.634       4219.047
        480.200        174.947       6016.396       4254.235
        483.630        176.025       6065.304       4288.818
        487.060        177.108       6114.215       4323.403
        490.490        178.195            NaN            NaN
        493.920        179.288            NaN            NaN
        497.350        180.385            NaN            NaN
        500.780        181.487            NaN            NaN
        504.210        182.593            NaN            NaN
        507.640        183.705            NaN            NaN
        511.070        184.821            NaN            NaN
        514.500        185.943            NaN            NaN
        517.930        187.069            NaN            NaN
        521.360        188.200            NaN            NaN
        524.790        189.335            NaN            NaN
        528.220        190.476            NaN            NaN
        531.650        191.622            NaN            NaN
        535.080        192.772            NaN            NaN
        538.510        193.927            NaN            NaN
        541.940        195.087            NaN            NaN
        545.370        196.253            NaN            NaN
        548.800        197.422            NaN            NaN
        552.230        198.597            NaN            NaN
        555.660        199.777            NaN            NaN
        559.090        200.962            NaN            NaN
        562.520        202.151            NaN            NaN
        565.950        203.346            NaN            NaN
        569.380        204.545            NaN            NaN
        572.810        205.750            NaN            NaN
        576.240        206.959            NaN            NaN
        579.670        208.173            NaN            NaN
        583.100        209.392            NaN            NaN
        586.530        210.616            NaN            NaN
        589.960        211.845            NaN            NaN
        593.390        213.079            NaN            NaN
        596.820        214.318            NaN            NaN
        600.250        215.562            NaN            NaN
        603.680        216.811            NaN            NaN
        607.110        218.064            NaN            NaN
        610.540        219.323            NaN            NaN
        613.970        220.587            NaN            NaN
        617.400        221.855            NaN            NaN
        620.830        223.129            NaN            NaN
        624.260        224.407            NaN            NaN
        627.690        225.691            NaN            NaN
        631.120        226.979            NaN            NaN
        634.550        228.273            NaN            NaN
        637.980        229.571            NaN            NaN
        641.410        230.875            NaN            NaN
        644.840        232.183            NaN            NaN
        648.270        233.496            NaN            NaN
        651.700        234.815            NaN            NaN
        655.130        236.138            NaN            NaN
        658.560        237.466            NaN            NaN
        661.990        238.799            NaN            NaN
        665.420        240.137            NaN            NaN
        668.850        241.481            NaN            NaN
        672.280        242.829            NaN            NaN
        675.710        244.182            NaN            NaN
        679.140        245.540            NaN            NaN
        682.570        246.903            NaN            NaN
        686.000        248.271            NaN            NaN
        689.430        249.644            NaN            NaN
        692.860        251.022            NaN            NaN
        696.290        252.405            NaN            NaN
        699.720        253.793            NaN            NaN
        703.150        255.186            NaN            NaN
        706.580        256.584            NaN            NaN
        710.010        257.986            NaN            NaN
        713.440        259.394            NaN            NaN
        716.870        260.807            NaN            NaN
        720.300        262.224            NaN            NaN
        723.730        263.647            NaN            NaN
        727.160        265.075            NaN            NaN
        730.590        266.507            NaN            NaN
        734.020        267.944            NaN            NaN
        737.450        269.387            NaN            NaN
        740.880        270.834            NaN            NaN
        744.310        272.286            NaN            NaN
        747.740        273.743            NaN            NaN
        751.170        275.205            NaN            NaN
        754.600        276.672            NaN            NaN
        758.030        278.144            NaN            NaN
        761.460        279.621            NaN            NaN
        764.890        281.103            NaN            NaN
        768.320        282.589            NaN            NaN
        771.750        284.081            NaN            NaN
        775.180        285.577            NaN            NaN
        778.610        287.078            NaN            NaN
        782.040        288.585            NaN            NaN
        785.470        290.096            NaN            NaN
        788.900        291.611            NaN            NaN
        792.330        293.132            NaN            NaN
        795.760        294.658            NaN            NaN
        799.190        296.188            NaN            NaN
        802.620        297.723            NaN            NaN
        806.050        299.263            NaN            NaN
        809.480        300.808            NaN            NaN
        812.910        302.358            NaN            NaN
        816.340        303.912            NaN            NaN
        819.770        305.472            NaN            NaN
        823.200        307.036            NaN            NaN
        826.630        308.605            NaN            NaN
        830.060        310.178            NaN            NaN
        833.490        311.757            NaN            NaN
        836.920        313.340            NaN            NaN
        840.350        314.928            NaN            NaN
        843.780        316.520            NaN            NaN
        847.210        318.118            NaN            NaN
        850.640        319.720            NaN            NaN
        854.070        321.327            NaN            NaN
        857.500        322.938            NaN            NaN
        860.930        324.554            NaN            NaN
        864.360        326.175            NaN            NaN
        867.790        327.801            NaN            NaN
        871.220        329.431            NaN            NaN
        874.650        331.066            NaN            NaN
        878.080        332.705            NaN            NaN
        881.510        334.349            NaN            NaN
        884.940        335.998            NaN            NaN
        888.370        337.651            NaN            NaN
        891.800        339.309            NaN            NaN
        895.230        340.971            NaN            NaN
        898.660        342.638            NaN            NaN
        902.090        344.310            NaN            NaN
        905.520        345.986            NaN            NaN
        908.950        347.667            NaN            NaN
        912.380        349.352            NaN            NaN
        915.810        351.041            NaN            NaN
        919.240        352.735            NaN            NaN
        922.670        354.434            NaN            NaN
        926.100        356.137            NaN            NaN
        929.530        357.845            NaN            NaN
        932.960        359.556            NaN            NaN
        936.390        361.273            NaN            NaN
        939.820        362.993            NaN            NaN
        943.250        364.719            NaN            NaN
        946.680        366.448            NaN            NaN
        950.110        368.182            NaN            NaN
        953.540        369.920            NaN            NaN
        956.970        371.662            NaN            NaN
        960.400        373.409            NaN            NaN
        963.830        375.160            NaN            NaN
        967.260        376.916            NaN            NaN
        970.690        378.675            NaN            NaN
        974.120        380.439            NaN            NaN
        977.550        382.207            NaN            NaN
        980.980        383.979            NaN            NaN
        984.410        385.756            NaN            NaN
        987.840        387.536            NaN            NaN
        991.270        389.321            NaN            NaN
        994.700        391.110            NaN            NaN
        998.130        392.903            NaN            NaN
       1001.560        394.700            NaN            NaN
       1004.990        396.501            NaN            NaN
       1008.420        398.306            NaN            NaN
       1011.850        400.115            NaN            NaN
