0	143.933
9.0501	143.654392075
18.1002	143.338377962
27.1503	142.983603542
36.2004	142.588714698
45.2505	142.152357312
54.3006	141.676240504
63.3507	141.176379311
72.4008	140.645048997
81.4509	140.069916683
90.501	139.438649492
99.5511	138.738914546
108.6012	137.98951363
117.6513	137.227541229
126.7014	136.456931504
135.7515	135.681498722
144.8016	134.905057146
153.8517	134.128702806
162.9018	133.333708465
171.9519	132.524225899
181.002	131.710743216
190.0521	130.903748522
199.1022	130.113729925
208.1523	129.476634943
217.2024	129.189145584
226.2525	129.232535379
235.3026	129.585064473
244.3527	130.224993013
253.4028	131.123273767
262.4529	132.169654357
271.503	133.335604133
280.5531	134.624066058
289.6032	136.037983097
298.6533	137.580298211
307.7034	139.227833817
316.7535	140.916447714
325.8036	142.621142187
334.8537	144.31824837
343.9038	145.984097396
352.9539	147.596584041
362.004	149.169737283
371.0541	150.718341805
380.1042	152.24852185
389.1543	153.76640166
398.2044	155.278105479
407.2545	156.759936939
416.3046	158.142277813
425.3547	159.429128772
434.4048	160.628375745
443.4549	161.747904664
452.505	162.786790661
461.5551	163.473068167
470.6052	163.718772713
479.6553	163.583408022
488.7054	163.126477814
497.7555	162.407485811
506.8056	161.376087671
515.8557	159.838219443
524.9058	158.024832857
533.9559	156.195965716
543.006	154.611655823
552.0561	153.525319842
561.1062	152.724423284
570.1563	152.024746756
579.2064	151.47028616
588.2565	151.105037396
597.3066	150.972996367
606.3567	151.099071556
615.4068	151.395983945
624.4569	151.777505121
633.507	152.162393458
642.5571	152.469407328
651.6072	152.617495837
660.6573	152.601138442
669.7074	152.502315505
678.7575	152.38756777
687.8076	152.323435984
696.8577	152.376460891
705.9078	152.583532275
714.9579	152.830396696
724.008	153.089645982
733.0581	153.352359794
742.1082	153.609617795
751.1583	153.852501255
760.2084	154.107351417
769.2585	154.383874985
778.3086	154.649688946
787.3587	154.872410285
796.4088	155.019655988
805.4589	155.069718049
814.509	155.077740563
823.5591	155.065329229
832.6092	155.042563037
841.6593	155.019520976
850.7094	155.006282037
859.7595	155.002710914
868.8096	154.999846527
877.8597	154.99822999
886.9098	154.998445466
895.9599	155.001077114
905.01	155.009646169
914.0601	155.052338732
923.1102	155.140570674
932.1603	155.279965202
941.2104	155.476145525
950.2605	155.734734851
959.3106	156.042211296
968.3607	156.365716382
977.4108	156.697002065
986.4609	157.028181858
995.511	157.351369276
1004.5611	157.659948699
1013.6112	157.964368703
1022.6613	158.268607181
1031.7114	158.572328465
1040.7615	158.875196888
1049.8116	159.176876783
1058.8617	159.475511505
1067.9118	159.769239495
1076.9619	160.060312333
1086.012	160.351077164
1095.0621	160.643881135
1104.1122	160.943151595
1113.1623	161.281647795
1122.2124	161.65093114
1131.2625	162.026104538
1140.3126	162.382270897
1149.3627	162.694533126
1158.4128	162.957802689
1167.4629	163.211127814
1176.513	163.459682167
1185.5631	163.706549004
1194.6132	163.95481158
1203.6633	164.207429956
1212.7134	164.462915773
1221.7635	164.719879351
1230.8136	164.978453651
1239.8637	165.238771637
1248.9138	165.500966272
1257.9639	165.786939514
1267.014	166.147995967
1276.0641	166.55534937
1285.1142	166.974859624
1294.1643	167.37238663
1303.2144	167.714480369
1312.2645	168.012956847
1321.3146	168.2781409
1330.3647	168.499305901
1339.4148	168.665725229
1348.4649	168.766672256
1357.515	168.799224931
1366.5651	168.794461283
1375.6152	168.769203877
1384.6653	168.737703734
1393.7154	168.714211879
1402.7655	168.712896104
1411.8156	168.728168799
1420.8657	168.750586469
1429.9158	168.782166798
1438.9659	168.82492747
1448.016	168.880886171
1457.0661	168.95939893
1466.1162	169.097147709
1475.1663	169.296820022
1484.2164	169.555989622
1493.2665	169.87223026
1502.3166	170.243114352
1511.3667	170.657931722
1520.4168	171.10630677
1529.4669	171.585698112
1538.517	172.093564368
1547.5671	172.627364152
1556.6172	173.186490918
1565.6673	173.77676171
1574.7174	174.386446921
1583.7675	175.000941685
1592.8176	175.605641132
1601.8677	176.185940396
1610.9178	176.707058318
1619.9679	177.161524151
1629.018	177.586266235
1638.0681	178.018321479
1647.1182	178.494726795
1656.1683	179.049380276
1665.2184	179.679769745
1674.2685	180.381091362
1683.3186	181.152560746
1692.3687	181.993393511
1701.4188	182.902805275
1710.4689	183.877261823
1719.519	184.898670999
1728.5691	185.944168612
1737.6192	186.99088856
1746.6693	188.015964744
1755.7194	188.998645834
1764.7695	189.949826507
1773.8196	190.878681946
1782.8697	191.788623928
1791.9198	192.683064227
1800.9699	193.565414619
1810.02	194.441283368
1819.0701	195.282775308
1828.1202	196.028351569
1837.1703	196.615951789
1846.2204	196.983515608
1855.2705	197.079591475
1864.3206	197.047677583
1873.3707	196.961587338
1882.4208	196.834119203
1891.4709	196.678071641
1900.521	196.506243114
1909.5711	196.327672169
1918.6212	196.142107489
1927.6713	195.954536331
1936.7214	195.770293004
1945.7715	195.594711817
1954.8216	195.433197145
1963.8717	195.289977196
1972.9218	195.15971088
1981.9719	195.034750514
1991.022	194.907448414
2000.0721	194.770156896
2009.1222	194.622559498
2018.1723	194.474738479
2027.2224	194.311351066
2036.2725	194.115387828
2045.3226	193.86983933
2054.3727	193.558617719
2063.4228	193.218926047
2072.4729	192.877893441
2081.523	192.535908013
2090.5731	192.193357878
2099.6232	191.850631147
2108.6733	191.50795235
2117.7234	191.164973162
2126.7735	190.821791638
2135.8236	190.478563786
2144.8737	190.135445614
2153.9238	189.792784871
2162.9739	189.481165867
2172.024	189.208620668
2181.0741	188.954933711
2190.1242	188.699889433
2199.1743	188.423272273
2208.2244	188.102607135
2217.2745	187.710270733
2226.3246	187.233098947
2235.3747	186.659668149
2244.4248	185.978554714
2253.4749	185.178339
2262.525	184.266628282
2271.5751	183.28083701
2280.6252	182.255480333
2289.6753	181.225073397
2298.7254	180.22413135
2307.7755	179.275667075
2316.8256	178.335449585
2325.8757	177.411940769
2334.9258	176.526129611
2343.9759	175.699005095
2353.026	174.951556204
2362.0761	174.342615747
2371.1262	173.90643252
2380.1763	173.611832372
2389.2264	173.427501638
2398.2765	173.322126651
2407.3266	173.262005173
2416.3767	173.208848793
2425.4268	173.163022006
2434.4769	173.131463951
2443.527	173.121113767
2452.5771	173.138910594
2461.6272	173.178293513
2470.6773	173.220642664
2479.7274	173.264340294
2488.7775	173.307970072
2497.8276	173.350115672
2506.8777	173.390161885
2515.9278	173.43416273
2524.9779	173.477360451
2534.028	173.511802713
2543.0781	173.529537181
2552.1282	173.522611519
2561.1783	173.450331054
2570.2284	173.265294497
